DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112514,PA4824,CDS,5414539,5415315,-,,,hypothetical protein,Class 4,,NP_253511.1 ; WP_003112339.1,777,259,28.4,7.72,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112516,PA4825,CDS,5415413,5418124,-,mgtA,,"Mg(2+) transport ATPase, P-type 2",Class 2,,NP_253512.1 ; WP_003112338.1,2712,904,100.1,6.09,Cytoplasmic Membrane [Class 2] ; Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112518,PA4826,CDS,5418351,5418569,-,,,hypothetical protein,Class 4,,NP_253513.1 ; WP_003095337.1,219,73,7.8,11.15,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112520,PA4827,CDS,5418899,5419738,-,,nat,arylamine N-acetyltransferase,Class 1,NAT,NP_253514.1 ; WP_003112337.1,840,280,31.2,5.82,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112522,PA4828,CDS,5419863,5420318,+,,,conserved hypothetical protein,Class 4,,NP_253515.1 ; WP_003112336.1,456,152,16.5,11.38,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112524,PA4829,CDS,5420323,5421726,-,lpd3,,dihydrolipoamide dehydrogenase 3,Class 2,LPD-3,NP_253516.1 ; WP_003095344.1,1404,468,49.7,5.82,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112526,PA4830,CDS,5421899,5422438,+,,,hypothetical protein,Class 4,,NP_253517.1 ; WP_003095346.1,540,180,19.5,6.67,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112528,PA4831,CDS,5422506,5423066,+,,,probable transcriptional regulator,Class 3,,NP_253518.1 ; WP_003112334.1,561,187,20.5,7.73,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112530,PA4832,CDS,5423071,5423868,-,,,probable short-chain dehydrogenase,Class 3,,NP_253519.1 ; WP_003095350.1,798,266,28.5,6.54,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112532,PA4833,CDS,5424099,5424716,+,,,conserved hypothetical protein,Class 4,,NP_253520.1 ; WP_003095352.1,618,206,22.7,10.19,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112534,PA4834,CDS,5424761,5425615,-,cntI,zrmD,CntI,Class 3,putative nicotianamine synthase ; hypothetical protein ; CntI,NP_253521.1 ; WP_003104336.1,855,285,30.7,9.65,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112536,PA4835,CDS,5425597,5426898,-,cntM,zrmC,CntM,Class 3,CntM ; hypothetical protein,NP_253522.1 ; WP_003112333.1,1302,434,47.7,7.21,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112538,PA4836,CDS,5426895,5427686,-,cntL,zrmB ; nicotianamine synthase-like enzyme ZrmB,CntL,Class 1,CntL ; hypothetical protein,NP_253523.1 ; WP_003112332.1,792,264,28.9,5.07,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112540,PA4837,CDS,5427716,5429842,-,cntO,zrmA ; TonB-dependent Outer Membrane Protein ZrmA,CntO,Class 1,CntO ; probable outer membrane protein precursor,NP_253524.1 ; WP_010895685.1,2127,709,79.1,5.67,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112542,PA4838,CDS,5429984,5431138,+,,,hypothetical protein,Class 4,,NP_253525.1 ; WP_003112330.1,1155,385,42.7,10.21,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112544,PA4839,CDS,5431381,5433291,-,speA,,arginine decarboxylase (ADC),Class 2,arginine decarboxylase (ADC),NP_253526.1 ; WP_003095365.1,1911,637,70.7,5.16,Periplasmic [Class 2] ; Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112546,PA4840,CDS,5433541,5433912,-,,yciH,conserved hypothetical protein,Class 4,,NP_253527.1 ; WP_003112329.1,372,124,12.6,9.76,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112548,PA4841,CDS,5434116,5434652,-,,,conserved hypothetical protein,Class 4,,NP_253528.1 ; WP_003095369.1,537,179,19.7,4.41,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112550,PA4842,CDS,5434656,5435726,-,,,hypothetical protein,Class 4,,NP_253529.1 ; WP_003106226.1,1071,357,40,5,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112552,PA4843,CDS,5436079,5437707,+,gcbA,adcA,GcbA,Class 1,AdcA ; GcbA,NP_253530.1 ; WP_003106227.1,1629,543,61.6,6.34,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112554,PA4844,CDS,5437785,5439758,+,ctpL,,CtpL,Class 1,CtpL,NP_253531.1 ; WP_003112328.1,1974,658,70.8,4.92,Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112556,PA4845,CDS,5439918,5441693,+,dipZ,cycZ ; dsbD,thiol:disulfide interchange protein DipZ,Class 1,,NP_253532.1 ; WP_003112327.1,1776,592,62.9,8.26,Cytoplasmic Membrane [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112558,PA4846,CDS,5441837,5442280,+,aroQ1,aroD1,3-dehydroquinate dehydratase,Class 2,,NP_253533.1 ; WP_003095385.1,444,148,16.2,6.68,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112560,PA4847,CDS,5442304,5442774,+,accB,fabE,biotin carboxyl carrier protein (BCCP),Class 1,acetyl-CoA carboxylase,NP_253534.1 ; WP_003110495.1,471,157,16.5,4.67,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112562,PA4848,CDS,5442792,5444141,+,accC,,biotin carboxylase,Class 1,acetyl-CoA carboxylase,NP_253535.1 ; WP_003095391.1,1350,450,48.9,6.28,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112564,PA4849,CDS,5444252,5445118,+,,,hypothetical protein,Class 4,,NP_253536.1 ; WP_003112326.1,867,289,30.8,10,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112566,PA4850,CDS,5445199,5446083,+,prmA,,ribosomal protein L11 methyltransferase,Class 2,,NP_253537.1 ; WP_003112237.1,885,295,32,4.15,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112568,PA4851,CDS,5446179,5447444,+,,,hypothetical protein,Class 4,,NP_253538.1 ; WP_003112325.1,1266,422,46.4,4.46,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112570,PA4852,CDS,5447648,5448646,+,,yhdG,conserved hypothetical protein,Class 4,,NP_253539.1 ; WP_003095402.1,999,333,36.4,8,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112572,PA4853,CDS,5448643,5448966,+,fis,,DNA-binding protein Fis,Class 2,,NP_253540.1 ; WP_003121116.1,324,108,11.9,6.51,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112574,PA4854,CDS,5449046,5450653,+,purH,,phosphoribosylaminoimidazolecarboxamide formyltransferase,Class 2,IMP cyclohydrolase,NP_253541.1 ; WP_003105151.1,1608,536,57.7,6.45,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112576,PA4855,CDS,5450757,5452046,+,purD,,phosphoribosylamine--glycine ligase,Class 2,phosphoribosylglycineamide synthetase,NP_253542.1 ; WP_003105150.1,1290,430,45.2,4.68,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112578,PA4856,CDS,5452150,5454978,+,retS,rtsM,RetS (Regulator of Exopolysaccharide and Type III Secretion),Class 1,RtsM ; RetS (Regulator of Exopolysaccharide and Type III Secretion),NP_253543.1 ; WP_003112323.1,2829,943,103.8,6.47,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112580,PA4857,CDS,5455434,5456027,+,tspR,,TspR,Class 1,TspR ; hypothetical protein,NP_253544.1 ; WP_003095417.1,594,198,21.1,10.08,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112582,PA4858,CDS,5456452,5457717,+,,,conserved hypothetical protein,Class 4,,NP_253545.1 ; WP_003112321.1,1266,422,46.2,5.91,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112584,PA4859,CDS,5458500,5459453,+,,,probable permease of ABC transporter,Class 3,,NP_253546 ; WP_003121118.1,954,318,33.4,10.49,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112586,PA4860,CDS,5459450,5460529,+,,,probable permease of ABC transporter,Class 3,,NP_253547.1 ; WP_003112319.1,1080,360,38.9,10,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112588,PA4861,CDS,5460526,5461383,+,,,probable ATP-binding component of ABC transporter,Class 3,,NP_253548.1 ; WP_003105136.1,858,286,31.1,5.38,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112590,PA4862,CDS,5461520,5462218,+,,,probable ATP-binding component of ABC transporter,Class 3,,NP_253549.1 ; WP_003112317.1,699,233,25.6,9.1,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112592,PA4863,CDS,5462302,5462754,+,,,hypothetical protein,Class 4,,NP_253550.1 ; WP_003095437.1,453,151,16.9,6.52,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112594,PA4864,CDS,5462763,5463605,+,ureD,,urease accessory protein,Class 2,,NP_253551.1 ; WP_003112316.1,843,281,30.8,7.65,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112596,PA4865,CDS,5463607,5463909,+,ureA,,urease gamma subunit,Class 2,,NP_253552.1 ; WP_003099389.1,303,101,11,5.13,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112598,PA4866,CDS,5463918,5464436,+,,,conserved hypothetical protein,Class 4,,NP_253553.1 ; WP_003099390.1,519,173,18.7,6.26,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112600,PA4867,CDS,5464453,5464758,+,ureB,,urease beta subunit,Class 2,,NP_253554.1 ; WP_003095450.1,306,102,11,5.69,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112602,PA4868,CDS,5464821,5466521,+,ureC,,urease alpha subunit,Class 2,,NP_253555.1 ; WP_003099392.1,1701,567,60.6,6.2,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112604,PA4869,CDS,5466790,5468007,+,,,hypothetical protein,Class 4,,NP_253556.1 ; WP_010895686.1,1218,406,46.2,4.75,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112606,PA4870,CDS,5468017,5468283,-,,ybiI,conserved hypothetical protein,Class 4,,NP_253557.1 ; WP_003112314.1,267,89,9.8,6.5,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112608,PA4871,CDS,5468409,5469023,+,,,hypothetical protein,Class 4,,NP_253558.1 ; WP_010895687.1,615,205,22.2,11.99,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112610,PA4872,CDS,5469115,5469978,-,,,hypothetical protein,Class 4,,NP_253559.1 ; WP_003121125.1,864,288,31.3,5.38,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112612,PA4873,CDS,5470186,5471451,+,,,probable heat-shock protein,Class 3,,NP_253560.1 ; WP_003099398.1,1266,422,46.3,5.03,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112614,PA4874,CDS,5471626,5472042,-,,psiF,conserved hypothetical protein,Class 4,,NP_253561.1 ; WP_003095479.1,417,139,14.4,10.33,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112616,PA4875,CDS,5472439,5472735,+,,,hypothetical protein,Class 4,,NP_253562 ; WP_003121128.1,297,99,10.5,4.77,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112618,PA4876,CDS,5472824,5473168,+,osmE,,osmotically inducible lipoprotein OsmE,Class 2,,NP_253563.1 ; WP_003095488.1,345,115,12.5,8.84,Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112620,PA4877,CDS,5473212,5473619,-,,,hypothetical protein,Class 4,,NP_253564.1 ; WP_003095492.1,408,136,14.9,11.45,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112622,PA4878,CDS,5473766,5474578,+,brlR,,BrlR,Class 1,BrlR,NP_253565.1 ; WP_003095496.1,813,271,31.2,6.92,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112624,PA4879,CDS,5474580,5476649,-,,yhjG,conserved hypothetical protein,Class 4,,NP_253566.1 ; WP_003112310.1,2070,690,74.4,9.58,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112626,PA4880,CDS,5476945,5477478,+,,,probable bacterioferritin,Class 3,,NP_253567.1 ; WP_003095503.1,534,178,20.2,4.37,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112628,PA4881,CDS,5477754,5478095,+,,,hypothetical protein,Class 4,,NP_253568.1 ; WP_003112309.1,342,114,12.4,6.97,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112630,PA4882,CDS,5478209,5478976,-,,,hypothetical protein,Class 4,,NP_253569.1 ; WP_003112308.1,768,256,28.8,9.51,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112632,PA4883,CDS,5478973,5479587,-,,,hypothetical protein,Class 4,,NP_253570.1 ; WP_003112306.1,615,205,22.7,11.46,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112634,PA4884,CDS,5479641,5480264,-,,,hypothetical protein,Class 4,,NP_253571.1 ; WP_003095513.1,624,208,21.6,9.69,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112636,PA4885,CDS,5480402,5481091,+,irlR,,two-component response regulator,Class 2,,NP_253572.1 ; WP_003095515.1,690,230,26.1,6.53,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112638,PA4886,CDS,5481070,5482461,+,,,probable two-component sensor,Class 3,,NP_253573.1 ; WP_003099516.1,1392,464,50.9,7.4,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112640,PA4887,CDS,5482452,5483768,-,,,probable major facilitator superfamily (MFS) transporter,Class 3,probable MFS transporter,NP_253574.1 ; WP_003095519.1,1317,439,47.5,6.78,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112642,PA4888,CDS,5483988,5485100,-,desB,,"acyl-CoA delta-9-desaturase, DesB",Class 1,"acyl-CoA delta-9-desaturase, DesB ",NP_253575.1 ; WP_003121132.1,1113,371,42.7,10.18,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112644,PA4889,CDS,5485097,5486197,-,,,probable oxidoreductase,Class 3,,NP_253576.1 ; WP_003112305.1,1101,367,40,8.38,Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112646,PA4890,CDS,5486356,5486985,+,desT,yijC,DesT,Class 1,DesT ,NP_253577.1 ; WP_003107570.1,630,210,22.9,9.07,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112648,PA4891,CDS,5487215,5487718,+,ureE,,urease accessory protein UreE,Class 2,,NP_253578.1 ; WP_003095526.1,504,168,18.8,7.16,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112650,PA4892,CDS,5487715,5488386,+,ureF,,urease accessory protein UreF,Class 2,,NP_253579.1 ; WP_003095528.1,672,224,24.6,5.76,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112652,PA4893,CDS,5488397,5489011,+,ureG,,urease accessory protein UreG,Class 2,,NP_253580.1 ; WP_003095530.1,615,205,22,4.59,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112654,PA4894,CDS,5489041,5489613,+,,,hypothetical protein,Class 4,,NP_253581.1 ; WP_003112304.1,573,191,19,7.74,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112656,PA4895,CDS,5489630,5490652,-,,,probable transmembrane sensor,Class 3,,NP_253582.1 ; WP_003112303.1,1023,341,37.6,9.8,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112658,PA4896,CDS,5490645,5491181,-,,,"probable sigma-70 factor, ECF subfamily",Class 3,,NP_253583.1 ; WP_003112302.1,537,179,20.2,8.49,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112660,PA4897,CDS,5491346,5494315,+,,optI,TonB-dependent receptor,Class 2,TonB-dependent receptor  ; hypothetical protein,NP_253584.1 ; WP_003112301.1,2970,990,108.3,7.13,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112662,PA4898,CDS,5494460,5495713,-,opdK,,histidine porin OpdK,Class 1,vanillate porin OpdK ,NP_253585.1 ; WP_003121137.1,1254,418,45.8,7.79,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112664,PA4899,CDS,5495821,5497290,-,,,probable aldehyde dehydrogenase,Class 3,,NP_253586.1 ; WP_003107137.1,1470,490,52.7,5.78,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112666,PA4900,CDS,5497313,5498653,-,,,probable major facilitator superfamily (MFS) transporter,Class 3,probable MFS transporter,NP_253587.1 ; WP_003112299.1,1341,447,46.8,10.06,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112668,PA4901,CDS,5498740,5500326,-,mdlC,,benzoylformate decarboxylase,Class 2,,NP_253588.1 ; WP_003099962.1,1587,529,55.7,5.6,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112670,PA4902,CDS,5500427,5501323,+,,,probable transcriptional regulator,Class 3,,NP_253589.1 ; WP_003095545.1,897,299,33.5,6.52,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112672,PA4903,CDS,5501338,5502672,-,,vanK,probable major facilitator superfamily (MFS) transporter,Class 3,probable MFS transporter,NP_253590.1 ; WP_003112297.1,1335,445,46.2,10.53,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112674,PA4904,CDS,5503051,5504106,+,vanA,,vanillate O-demethylase oxygenase subunit,Class 2,,NP_253591.1 ; WP_003112296.1,1056,352,39.4,5.9,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112676,PA4905,CDS,5504121,5505074,+,vanB,,vanillate O-demethylase oxidoreductase,Class 2,,NP_253592.1 ; WP_003112295.1,954,318,34.7,6.22,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112678,PA4906,CDS,5505071,5505784,-,,vanR,probable transcriptional regulator,Class 3,vanR transcriptional regulator,NP_253593.1 ; WP_003099978.1,714,238,26.1,6.89,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112680,PA4907,CDS,5505848,5506609,-,,ydfG,probable short-chain dehydrogenase,Class 3,,NP_253594.1 ; WP_003095557.1,762,254,27.4,5.1,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112682,PA4908,CDS,5506966,5507898,-,,,hypothetical protein,Class 4,,NP_253595.1 ; WP_003112294.1,933,311,32.7,7.44,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112684,PA4909,CDS,5507969,5508685,-,,,probable ATP-binding component of ABC transporter,Class 3,,NP_253596.1 ; WP_003095563.1,717,239,26.3,7.83,Cytoplasmic Membrane [Class 2] ; Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112686,PA4910,CDS,5508682,5509554,-,,,branched chain amino acid ABC transporter ATP binding protein,Class 1,branched chain amino acid ABC transporter ATP binding protein,NP_253597.1 ; WP_003095566.1,873,291,32.2,5.91,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112688,PA4911,CDS,5509551,5510828,-,,,probable permease of ABC branched-chain amino acid transporter,Class 3,,NP_253598.1 ; WP_003099983.1,1278,426,45.8,9.99,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112690,PA4912,CDS,5510839,5511753,-,,,branched chain amino acid ABC transporter membrane protein,Class 1,branched chain amino acid ABC transporter membrane protein,NP_253599.1 ; WP_003095571.1,915,305,32.8,9.74,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112692,PA4913,CDS,5511988,5513112,-,,,probable binding protein component of ABC transporter,Class 3,,NP_253600.1 ; WP_003099985.1,1125,375,39.8,6.64,Periplasmic [Class 2] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112694,PA4914,CDS,5513732,5514670,+,amaR,,"transcriptional regulator, AmaR",Class 1,"transcriptional regulator, AmaR ; probable transcriptional regulator",NP_253601.1 ; WP_003095575.1,939,313,35.3,6.94,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112696,PA4915,CDS,5514727,5516352,+,,,probable chemotaxis transducer,Class 3,,NP_253602.1 ; WP_003112293.1,1626,542,57.9,4.99,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112698,PA4916,CDS,5516399,5517094,-,nrtR,,Nudix-related transcriptional regulator NrtR,Class 1,Nudix-related transcriptional regulator NrtR ; hypothetical protein,NP_253603.1 ; WP_003112292.1,696,232,25.5,6.52,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112700,PA4917,CDS,5517109,5517711,-,nadD2,,nicotinate mononucleotide adenylyltransferase NadD2,Class 1,nicotinate mononucleotide adenylyltransferase NadD2 ; hypothetical protein,NP_253604.1 ; WP_010895688.1,603,201,22.5,8.61,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112702,PA4918,CDS,5517821,5518480,+,pcnA,,"nicotinamidase, PcnA",Class 1,"nicotinamidase, PcnA ; hypothetical protein",NP_253605.1 ; WP_003112290.1,660,220,23.8,4.72,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112704,PA4919,CDS,5518483,5519682,+,pncB1,,nicotinate phosphoribosyltransferase,Class 2,,NP_253606.1 ; WP_003099996.1,1200,400,46.1,6.3,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112706,PA4920,CDS,5519711,5520538,+,nadE,,NH3-dependent NAD synthetase,Class 2,,NP_253607.1 ; WP_003099998.1,828,276,29.7,5.38,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112708,PA4921,CDS,5520672,5521595,+,choE,achE,"cholinesterase, ChoE",Class 1,"acetylcholinesterase, AchE ; cholinesterase, ChoE",NP_253608.1 ; WP_003100000.1,924,308,33.5,8.46,Extracellular [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112710,PA4922,CDS,5521664,5522110,-,azu,,azurin precursor,Class 1,,NP_253609.1 ; WP_003095591.1,447,149,16,6.93,Periplasmic [Class 1] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112712,PA4923,CDS,5522386,5522973,+,,,type-I LOG protein,Class 1,type-I LOG protein,NP_253610.1 ; WP_003109460.1,588,196,20.7,5.24,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112714,PA4924,CDS,5522986,5523681,-,,,conserved hypothetical protein,Class 4,,NP_253611.1 ; WP_003112288.1,696,232,25.1,11.47,Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112716,PA4925,CDS,5523868,5524719,-,,,conserved hypothetical protein,Class 4,,NP_253612.1 ; WP_003095599.1,852,284,30.3,7.5,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112718,PA4926,CDS,5524970,5525905,-,,,conserved hypothetical protein,Class 4,,NP_253613.1 ; WP_003112287.1,936,312,34.4,6.9,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112720,PA4927,CDS,5525905,5528397,-,,,conserved hypothetical protein,Class 4,,NP_253614.1 ; WP_003112286.1,2493,831,92.1,6.1,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112722,PA4928,CDS,5528659,5530902,-,,ygiR ; ygiQ,conserved hypothetical protein,Class 4,,NP_253615.1 ; WP_003100007.1,2244,748,83.9,9.3,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD112724,PA4929,CDS,5530973,5533015,+,,,hypothetical protein,Class 4,,NP_253616.1 ; WP_010895689.1,2043,681,75.3,7.4,Cytoplasmic Membrane [Class 3]
